video_id,title,published_at,views,likes,comments
lSbyAbt9SU8,ONEPLUS 7T Phone Repair Ft @FinallyOffl Bhaarath 📱| உள்ள என்ன இருக்கு? 🤔 - Phone Problem,2023-12-12T11:09:30Z,455327,34386,1029
xzNcvWarBSk,"Visiting Dubai Just to Buy ""iPhone 15 Pro Max"" | Dubai iPhone Vs Indian iPhone  - Rs.30,000/- லாபம்",2023-12-10T06:00:32Z,904187,47703,1713
Bp18dvEmISM,"Dubai iPhone Vs Indian iPhone - Rs.30,000/- லாபம் 💰💲🤯- Just One Day Dubai Trip ✈ #iphone #dubai",2023-12-09T13:22:39Z,1137576,114769,414
yC0Z77DsQ7g,GTA 6 = Real-Life Memes - Case Against GTA 6 by Floridan Joker🤔 | GTA 6 Cancelled? #gta6 #gta,2023-12-08T12:00:52Z,533422,37938,909
PKS8Zx6dtZE,"₹1,00,000/- Lakh Worth PC Giveaway 🔥 | 1 Lakh PC For Soldier 🪖 - FREE PC 🤩",2023-12-06T11:39:08Z,331514,37909,3875
CISeDq-3n7o,MetaQuest 3 Mixed Reality - Ganesha Vs PC Doc in MetaVerse | Mark மாமாவின் அற்புத கண்டுபிடிப்பு🤣,2023-12-03T06:36:57Z,376587,26632,557
9yL8GF27BZE,Corporate Vs Creators - Fight🥊 | Copyright Strike for No Reason🤯😡 - No More Creator Freedom😥,2023-12-02T13:10:39Z,698230,64840,3138
Xsb9GZXgNIs,Meta Quest 3 Sad Story 😢 | Pc-Doc Lost 💲💰 Money | How Much it Cost? 🤔,2023-11-30T13:00:21Z,1040367,107929,256
gq6QTJP7Ios,OnePlus Mobile Hang Issue! 😨 | Moblie Becomes Brick 🧱| OnePlus 7T Dead? 💀,2023-11-29T13:00:03Z,3828681,285897,836
XdJI_GwYLXU,END OF YOUTUBE 💀Case Study - Content Creators Vs YouTube Vs Reels/TikTok | What's Future of YouTube?,2023-11-28T13:24:35Z,509800,48984,2203
LFFksp8Ma7g,நீங்களே FAN சரி செய்யலாமா?🤔 - Ft. @engineeringfacts  How to Repair Home Ceiling Fan,2023-11-26T06:17:11Z,639431,42779,1103
XbUO4_A9Nlo,Ceiling Fan Repair செய்வது எப்படி? | How to Repair Home Fan? | நீங்களே FAN சரி செய்யலாமா?,2023-11-25T13:00:32Z,1090369,83910,460
oDq6W1p6cu8,Reels Uruttu -இதல்லாம் உண்மையா? 😅| App மூலம் 💲🤑 EARN பண்ணலாமா? | Monthly 55K Rupeee?💰🤔,2023-11-24T11:00:46Z,537576,47233,1629
vxj8R2ym3EI,China-விலிருந்து வந்த 4090 Water Block 🌊 | Customloop PC Build | 4090 Water Cooling 🥶,2023-11-23T13:00:47Z,3692822,225779,349
IKKwEbX9RHQ,"Ai, Deep Fake SCAM😱 - பணம் புடிங்கி Scammers 😡 | DeepFake Vs Voice AI 🙄",2023-11-21T12:32:00Z,519354,34125,1302
k-KpfRXb4mI,Singapore Apple Showroom Vs PC Doc - Apple's உருண்டை | சிங்கம்-ஊர்🦁 சுற்றுலா😁,2023-11-19T05:59:50Z,421539,27952,1147
gOkFeAoXPm4,அதிர்ச்சி Product in Singapore Apple Store - Singapore Apple Store Visit #a2d #apple #applestore,2023-11-18T12:54:55Z,1022924,90074,356
hh3BxGjsLTw,"Apple 8GB RAM Uruttu - முரட்டு முட்டு கொடுத்த Apple 🍎 8GB Ram = 20,000/- Rupees #apple #mac #macbook",2023-11-17T13:15:33Z,1713227,127176,340
9irr1zX8jfI,Moto Vlogger-ஆக மாறும் PC Doc - GoPro 12 Hero | GoPro 12 Unboxing & Vlogging Experience,2023-11-16T13:37:01Z,410819,25001,826
vmWNRYbc6po,Apple IPHONE for Ganesha 🔥 - IPhone Just Rs.6999?🤔 | உள்ள என்ன இருக்கு? 🤯,2023-11-14T12:39:14Z,655783,35489,830
M2lpoCfOZr0,🦁 சிங்கத்தை பார்க்க SINGAPORE சென்ற PC Doc | Singam X A2D - Lenovo Legion Go🔥🔥🔥 LegionTour2023,2023-11-10T13:00:28Z,1803657,148937,461
J8BOAQf7u1Q,Honor MagicBook Best Student Laptop?🔥| Super Battery BACKUP? 🤯| PC Doc ❌ Ganesha Review,2023-11-09T12:30:00Z,490126,26462,911
Aokuh_p_EA4,வடக்கு நண்பர்கள் உடன் கைது செய்யப்பட்ட PC-DOC🚨 | Exam Cheating Device📦| What's INSIDE? 🤔,2023-11-07T11:00:03Z,836350,43687,1113
awxZu-s_fHE,"Meta Quest 3 வாங்கிட்டோம் | Rs.70,000/-கு VR Headset | Mixed Reality Games #meta #vr",2023-11-06T12:00:32Z,703478,73528,224
rMK9Dtx1OVc,Mobile Doc💉 X Plip Plip 🔥 | @PlipPlip Sarvs Mobile Repair | Pc-Doc மாலை நேர கிளினிக் 🩺🏥,2023-11-05T06:00:28Z,1341971,79175,1916
2_XeJEuFnBU,APPLE VS INTEL 🥊 எது Worth-Uh? - Arm Vs x86 | Snapdragon NEW PC Processor 🤯 APPLE M3-ல என்ன இருக்கு?,2023-11-03T11:00:02Z,359231,38392,2238
NB7iERObnzo,திருட்டு பையன் AMAZON | AMAZON NEW SCAM #AMAZON #SCAM,2023-11-02T13:46:10Z,2663513,224879,720
RxaOEtQ1aJU,Jio AirFiber Vs Chinese AirFiber | Upto 1Gbps Speed Unlocked?🤯 | Better than JIO & AIRTEL Air Fiber?,2023-10-31T11:16:26Z,602642,27401,891
C7O_qYMZT7E,MADAN GOWRI's First PC - @madangowri  X A2D | Video Editing PC for Madan Gowri🔥,2023-10-29T06:00:03Z,1053308,55699,1875
6YAHIEF5iKQ,@engineeringfacts PC Broken | உடைந்த PC-யை  சரி செய்த PC-DOC,2023-10-28T13:55:03Z,3487946,296330,535
IrXVxqaJgYE,"இனி Free கிடையாது - Spotify, Youtube Premium 💰💲 | No More Free Users | Youtube, Whatsapp-கும் ஆப்பு🤯",2023-10-27T11:30:03Z,506070,34313,2047
ROn_caGMcu4,"Rs.20,XXX? வேற மாரி Laptop | Deep-Dive Review - Heating Issue?",2023-10-25T12:48:06Z,362853,20040,957
GaNCw_AvRX4,Uruttu Watch Assemble | 4GLTE Android Smart Watch Assemble | Work ஆகுமா?,2023-10-24T12:59:48Z,4226428,239410,345
w41xfCjFfRw,படிப்பு பேரில் மோசடி - BIZGURUKUL SCAM?  Ft.@advocatevigneshmuthukumar  | இதல்லாம் ஒரு பொழப்பா?,2023-10-22T11:00:07Z,1051244,74031,6491
O7LmgE9Wws0,DizGurukal SCAM - MLM SCAM,2023-10-21T12:51:50Z,1543362,131858,2000
gavPg0uckAQ,4G SIM Uruttu Watch Roast 🔥 - Android Games in China Watch  ⌚  இது Worth-Ah? 🤔,2023-10-20T11:00:38Z,934943,56671,1238
PHNmGmjNLxM,DANGER Phone Message  ⚠ 💀 | Emergency Alert Extreme | Govt testing alert Message #emergency  #govt,2023-10-20T09:32:29Z,602887,77785,785
xMbYx526TEk,Uruttu Watch | 4GLTE Android Smart Watch  | Subway Surfers விளையாடலாம்,2023-10-19T13:46:33Z,1758805,150973,433
a-c07YnhDZ4,"Tamil Trekker Editing/Gaming PC Build | @TamilTrekkerOfficial Rs.1,00,000/- Lakh Complete PC Build",2023-10-17T12:34:28Z,398668,23624,699
bSmSzdldah0,Education Waste? - படிப்பு தேவையா? | BiggBoss Fight - No Job? No Talent? Why Education?,2023-10-15T06:46:35Z,1012952,97668,7855
s9c1MGPAYGU,"சின்ன Drilling Machine for ""Phone Repair"" - Polish Drill Pen | Multi layer PCB Drill",2023-10-13T13:05:12Z,1005380,74253,196
FK1--vspLyw,"Rs.30,000/Day சம்பாதிக்கலாமா? - Reels Uruttu -இதல்லாம் உண்மையா? | Engineering Waste-Ah?",2023-10-12T12:26:26Z,909535,52794,4284
kOwYdQn-hnY,"Rs.1,500/- Apple Iphone 14 - Flipkart பெரும் மோசடி |  Big Billion Day SCAM",2023-10-10T11:00:37Z,481675,25139,1040
O9h4c3uxXtc,"Fake Camera, Battery, CPU - மொத்தமும் உருட்டு தான் | Cheating SCAM iKALL Phone",2023-10-08T06:00:19Z,855059,45795,1224
Tv_fDzZk2OE,iKall Uruttu Phone - Complete SCAM | Fake Phone SCAM iKall Naptol SCAM #naptol #scam,2023-10-07T13:43:05Z,1557835,154628,380
DNt8R-ln3L0,Amazon & Flipkart-ல் PC Build பண்ணலாமா?🤔 - 30K PC BUILD | Offline Vs Online Market 🥊,2023-10-06T12:40:35Z,453252,23620,829
tZLWdnOW9mI,Flipkart Big Billion Day 2023 🎇& Amazon Great Indian Sale Uruttu 😂| How To Save Your Money 💲💰,2023-10-05T13:14:22Z,2024009,151015,341
TtPZqa32Amk,LAPTOP-la நாய் முடி  - Gaming Laptop Repair | Overheating Issue Solved 😊❤️ #a2d #laptop,2023-10-04T14:36:40Z,3626005,244468,556
RNG6OosfIvM,SMART WATCH REPAIR - OMNITRIX-க்கு என்ன ஆச்சு? ❎⌚ | Samsung Galaxy Smart Watch Dead 💀,2023-10-03T11:00:18Z,360545,22590,780
uy0kFjUyTvo,Jio AirFiber Uruttu 🔥 - Airtel Vs Jio 🥊 | Wireless BroadBand தேவையா🤔 | Fiber Vs AirFiber Broadband,2023-10-01T07:01:43Z,1217915,42179,2430
pteDXWlToY0,ரூ.60- ஆயிரத்தில் Best Gaming PC 🤯| Free Game Included 🎮 | 300+ FPS 😲Performance,2023-09-29T13:12:50Z,493852,26633,1278
fZsrNQUQa_c,A2D-க்கு வந்த அபாய பெட்டி💀🎁 | 5Lakh Worth Products🤑💲 | யாரு அது  🤔,2023-09-28T13:40:55Z,1745937,153989,1240
1ydSx2n75-Q,POCO CPU Dead - யாருடைய தப்பு? 😡 | Reballing Mobile CPU & RAM 🛠  | PC-DOC Fixing POCO Mobile 📱,2023-09-26T13:22:15Z,490735,30266,2212
44R9ono-jgE,A2D Channel Hacked? 😭 - Plz Help Me! | Hacker Vs A2D - PC Doc,2023-09-24T06:00:01Z,729103,56091,1780
Th20_C-jFBQ,3 Lakh Camera Accessories 🤯 | Building BlackMagic 6K Pro RIG | Cinema Camera Setup,2023-09-23T13:00:23Z,3960693,329806,620
zU69uR3inwA,150TB Storage Server @FinallyOffl  Office | Storage Server-எதுக்கு? - எப்படி SETUP செய்வது?,2023-09-22T12:21:18Z,351934,18302,512
IutY4lWVo0g,Siva Bharani -யை ஏமாற்றிய கடைக்காரர் 😲 | @Sivabharani PC-ku Enna Achu? 🤔,2023-09-20T11:00:16Z,444313,26474,842
SApQFX71c0w,PC Doc Vs Ganesha - War for a Chair | The Sleep Company Gaming Chair Review*,2023-09-18T06:00:10Z,495394,30630,937
fyL-fQ8fbBQ,JioBook 2 Kids Laptop with 18+ Apps 🤯 | 100% Not For Kids - Absolute SCAM | Don't Buy This!🤐,2023-09-17T06:13:26Z,380245,31163,1460
Bj3N68QNtrY,ஆபாச Jiobook 2 - 18+ Apps for Kids? 🥲 | XXX Apps in JioBook 😡,2023-09-16T11:00:55Z,234254,23563,196
8DU8q3OxD-0,Intel Vs A2D - Software மூலம் PC Doc-யை ஏமாற்றிய Intel 😱 | Anti-Consumer Practice😡 #a2d #repair,2023-09-15T13:00:12Z,2129684,183422,443
p3YU2ntJbm0,PC Doc Watch-க்கு என்ன ஆச்சி? | Got the new beatXP Marv Aura 1.83” Bluetooth Calling Smart Watch,2023-09-14T14:15:51Z,1336528,115246,518
mokcL6eBErA,"Reels Uruttu -இதல்லாம் உண்மையா? 😅 | Free PS4, Rs.800/- Subway Surfers Watch & etc., | Tech உருட்டு",2023-09-14T11:56:47Z,881568,54446,2701
rYdaXnvXfM0,iPhone 15 USB-C Port 🤯| Apple Event 2023 | EU Win's Universal Charger Type USB-C 😅,2023-09-13T10:09:33Z,1704741,158535,336
vJLUXMp8VYg,Removable Battery எங்கே போனது? | In-Built Battery SCAM? | Mobile Companies Vs Battery,2023-09-12T12:35:03Z,452043,29707,1283
iq6FjcEU6bA,Thailand PC BUILD | Exploring Bangkok Electronics Market | PC Doc - The Explorer,2023-09-10T06:00:15Z,409765,26168,1358
5-Ama35R5Gw,Youtuber Server Build  | 144TB SERVER 😲| OpticalFibre 10Gb/s Server யாருக்கு? 🤔,2023-09-08T11:00:06Z,255452,15692,588
7EGUrLcQEpQ,இரத்த காவு வாங்கிய 144TB SERVER | OpticalFibre 10Gb/s Server யாருக்கு? #server #pcbuild #a2d,2023-09-07T10:30:24Z,1143415,87743,423
mEGrVSzfp70,My First Phone Review 📱 | Intel CPU in Mobile 😲 | Windows OS? 🤯 | PC Doc's Review,2023-09-06T12:00:28Z,433653,30062,1123
3JgGCYdmM5A,9th சிறுவன் உருவாக்கிய APP உண்மையா? | Amazon-ல் 2 லட்சம் சம்பளம்? | What actually happened..?,2023-09-03T06:00:01Z,838287,60332,3084
O0Jh-K1gIL8,Apple iMac Repair &  Upgrade | Display Broken? 😢 | Changing Processor in iMac,2023-09-02T11:29:04Z,2463747,193540,388
GOBo9aXTKS0,Lenovo LOQ Best Gaming Laptop? 😳  |  இது Worth-ஆ 🤔 | PC Doc's Review,2023-08-30T11:00:11Z,380416,20971,1131
CINNmj1tbqU,Ram with Jannu Server Setup @RamWithJaanu   | Deploying 64TB Storage Server | Episode - 03,2023-08-29T11:00:06Z,430582,21410,647
BX0DJo3iBL4,So Called Tech Community 🤐 | Linus Tech Tips Vs Gamers Nexus | Paid Promotion💰 Vs Technical Mislead😡,2023-08-27T07:07:38Z,804457,55510,4922
KCOYd5uGFT0,"Mobile SCAM 🤯 | Oneplus Greenline Problem, POCO Dead 💀, Update issues ⚠ | Real Reasons என்னா? 🤔",2023-08-24T11:00:11Z,688391,44814,2729
zMOXML7UzQE,"Finally Met ""வடக்கு நண்பர்"" 🤝 | Exploring Delhi - Ritchie Street ✈ | Nehru Place Delhi",2023-08-20T06:00:34Z,770298,34154,1043
WCMBlez11gE,"Just Rs.450/- 🤯 வடக்கு Apple Airpods?  | Came From ""வடக்கு நண்பர்"" | What's Inside the Airpods 😲",2023-08-18T11:43:24Z,679655,35263,1195
x4XzM4c5RmA,வடக்கு Server BUILD | Storage Server Setup | Who is that Youtuber? | Server OS Installation - Tamil,2023-08-15T12:48:26Z,246115,12335,697
SGOxC3w-L7I,Sunday சமையல் Ft.@Riggedindian - VFX Gang Vs PC Nerd Gang | Repairing VFX PC,2023-08-13T10:00:30Z,307438,19523,410
XsNZa6DNPyk,APPLE iMac Upgrade FAIL? 😲 | Display Broken? 😢| Apple-யை சரி செய்த PC DOC!,2023-08-11T12:17:34Z,434868,21059,533
RBKzF18hqyE,Hiphop Adhi PC Build 🔥| Multi GPU PC For @hiphoptamizha  | Multi Gpu Worth-ah! 🤔,2023-08-09T11:00:20Z,1122097,63589,920
qEEy4GHSS3I,Laptops Banned in India? | இது தேவையா? - என்ன நடக்கும்? | What Products are Banned?,2023-08-06T06:00:11Z,293871,17835,683
gQ8RC6WutBo,"iMac-யை சரி செய்த PC Doc Ft.@ramkannan1991  | Changing Apple Processor, RAM, SSD Upgrade 🛠",2023-08-05T12:40:03Z,280367,14897,378
ZU_mxEU0P10,New JioBook China=Rs.2999/- But India=Rs.15799/-  | Made in India URUTTU ROAST🔥 | SCAM Exposed🤯,2023-08-03T13:00:56Z,634554,34704,2104
tC1rDggl2Gc,Worst Experience of PC Doc 😡 Went to Delhi ✈ | Vadakku Nanbar Collab 🤝 Lenovo Masterclass,2023-08-02T10:28:46Z,2701594,247216,372
NCddmzUvQ2k,வடக்கு Server Season 2 | 1TB RAM Server from Vadakku Nanbar | Storage Server Unboxing😱,2023-08-01T11:45:48Z,267162,19646,1486
Yv3UTj-bKr0,Went To VFX Studio - How VFX Works? | HollyWood VFX🤯 Explored | VFX-யை தொழிலாக்கலாமா?,2023-07-30T07:53:11Z,317879,21905,679
DB1ImB8MuXg,Playstation 2 தெரியாத ரகசியங்கள் | Unknown Secrets of PS2 #mrkk #gta #wwe #leo,2023-07-29T11:00:14Z,158329,11770,492
7pz7CNEFQeQ,ONEPLUS Mobile Repair 🔧🔨 Ft. வடக்கு நண்பர்  |  Mobile DEAD'ஆ ?💀 | PC Doc's Experiments,2023-07-25T12:40:37Z,399142,22802,894
K7hjgczOj1I,Tamil Rockers vs OTT Apps | திருட்டு VCD அழியுமா? | Why Piracy Will NEVER DIE?,2023-07-23T06:00:07Z,242416,16886,984
Gr2tyXkqnKM,Went To POLICE STATION🚨 - BIGGEST SCAM⚠️ | தீர்வு என்ன? | Scammer Caught???🤕😢,2023-07-21T12:00:29Z,871071,43108,3064
1CbbixVaTGw,சிறந்த PSP Games in Mobile Part - 3 | Best PSP Games Tamil #gta #mrkk #naruto #freefire #ben10,2023-07-18T10:52:32Z,165413,12322,730
VIiwKl0H7UI,IT RAID-ல் சிக்கிய A2D😲🤯 - Youtubers Income TAX கட்டுவாங்கலா? | A2D வருமானம் எவ்வளவு?,2023-07-16T06:00:10Z,599447,33680,1345
jjn4KdAcvNk,Gaming-க்கு TWS a.k.a EarBuds Worth-ஆ? | Mobile vs PC vs VR vs PlayStation | PC Doc's Review,2023-07-15T12:34:23Z,145862,11273,573
1APbik4rHk8,MAMU ROAST 😂 | Elon Musk vs Mark Zuckerberg #twitter #threads,2023-07-14T11:00:02Z,539259,35346,1532
RV2d0MfFqrg,"ரூ.55-ஆயிரத்தில் Ultimate Gaming PC | 500+ FPS Gaming PC | PUBG, Valorant, GTA 5",2023-07-12T13:04:46Z,386135,22307,1136
ohwoxQ0vTHU,"வடக்கு நண்பரிடமிருந்து வந்த ""New Server"" | 200TB Hard Drive😱| 1TB Ram | Who's that Youtuber? 🤔",2023-07-11T12:17:34Z,3178500,220053,1191
4GLiWmsKuJg,Intel-ன் முதல் Graphics Card🤯 | Intel Arc A770 Worth-ah? | Why I Switched To Intel?,2023-07-09T06:00:01Z,150458,10609,750
ktz8IP2ygwQ,YOUTUBE Banned this Video! | Video Games vs Tamil News Channels #gta #mrkk #freefire #pubg,2023-07-08T13:07:52Z,293901,29299,1131
kKtcu7YVSGQ,PC Doc with Vijay Anna😍🤯 | AI Generative Fill Explained - Adobe Firefly Vera Maari😲🤯,2023-07-06T11:00:36Z,604997,32853,924
2yCqunQY5jo,10 Gb/s Intranet Speed | வடக்கு நண்பரிடமிருந்து வந்த அதிசய பெட்டி | Ser,2023-07-05T09:39:15Z,999546,90044,281
WbZzERGOCRM,வடக்கு நண்பரால் அழிந்து போன Game 😱 😱  | Death of Prince of Persia Games #mrkk #gta #freefire,2023-07-04T11:00:24Z,165012,13509,491
1KYUE5xlCpU,Game Development College எப்படி இருக்கும்? | One Day in Game Development College | AR/VR Game Dev,2023-07-02T06:00:01Z,228566,16020,513
ctpnPQdd948,உருட்டு Workstation Vs Real Workstation | Real Workstation எப்படி செய்வது? | 10GB/s Workstation🤯,2023-06-30T12:37:08Z,421969,21993,1193
OR_X0Llkkdc,AI Can Undress Anyone😲 | AI P*rn Uses our Photo Without our Consent😡 | This Needs to STOP🛑,2023-06-29T13:05:48Z,967724,54152,1646
qmbyvRBck0k,Developed an Android App Using Amma Laptop🍃🤯 | NeverInstall Android Studio in Amma Laptop😱,2023-06-27T11:00:30Z,314487,20866,1295
fXw1AOCQKUY,"Clarification for recent Drama😥 | This Needs to End - Moving Forward, #A2D",2023-06-26T14:06:13Z,3491332,287822,2489
WXG2JulqGGU,Connect Two PC Using Ethernet or WiFi | Transfer Files Over Network at 1Gbps | Faster Than SSD/HDD,2023-06-24T13:28:32Z,381648,23688,1991
q6zhos-TcNA,"URUTTU TECH (2023) - Full Movie (Tamil) Full HD 60fps | Uruttu Annan, PC Doc, Kelu Mavaney Kelu",2023-06-21T14:15:12Z,4487229,228332,33034
El7NkfBgF3M,GTA San Andreas vs GTA 5 BIG COMPARISON Tamil | Which one is the best? GTA SA vs GTA V#gta #mrkk,2023-06-18T06:00:09Z,235107,17253,726
nMJjiEXNzm0,"We Switched to ""SONY""😪|  3 Lakh Sony Camera 😱| Black Magic-க்கு என்ன ஆச்சு?",2023-06-16T11:00:03Z,350768,16169,594
S5mPuZfB03w,Rise and Fall of Clash Of Clans in Tamil | Kuriyidu KandhaSami #clashofclans #coc #mrkk  #android,2023-06-14T11:00:30Z,251970,25053,1814
YxOvEkGQe-I,Repairing Samsung TV with Vadakku Nanbar | How To Repair Blacked out TV | Fixing Samsung TV for Free,2023-06-11T06:10:09Z,659806,30884,990
QdJqWg8WkRc,Apple Vision Pro Uruttu Exposed | Apple Vision Pro Roast | 3.5 Lakh VR Headset Roast🔥🍗🧆,2023-06-09T12:00:10Z,799451,50463,3922
QBlKSILBYJA,Apple Vision Pro Uruttu Exposed | உருட்டு நண்பர்களின் உருட்டு #Apple #provision #Oculus #meta #fake,2023-06-09T06:14:21Z,2518859,221653,1191
CMiATaamLzc,GTA Owner கைது 😱 | Controversies In GTA Games #gta #mrkk #freefire #gta6 #gta5,2023-06-08T11:59:44Z,155764,11925,320
OZe4dYFcGcs,AMD Graphic Card வாங்கலாமா?🤔| AMD Radeon™ RX 7900 XT & XTX | PC Doc's Review,2023-06-06T11:42:30Z,63282,5619,343
VPnbGsTncOQ,தடைசெய்யபட்ட Games Part 3 | Top Banned Games in tamil Part 3 #gta #bgmi #mrkk #freefire,2023-06-04T06:00:16Z,104865,9732,439
uBsRHoHgmo8,இவ்வளவு Cheap-ஆ? | How to Order on ONDC | Indian Govt Low Price Food Network #shorts,2023-06-03T11:44:38Z,1133502,75425,275
fopdx846Z_g,Swiggy & Zomato-வை கொன்ற ONDC 😱 | ONDC Vs Swiggy & Zomato | Indian Govt Low Price E-commerce Network,2023-06-02T11:18:03Z,244179,12463,384
Jegi_B8aSdc,அழிந்து வரும் Cricket Games 😲 | Evolution of Cricket Games #csk #gta #mrkk #cricket #androidgames,2023-06-01T11:01:41Z,105963,8745,524
lxeUW9ILSd4,"GTA 6 Leaks RELEASE DATE, Characters, Map | GTA 6 LEAKED Explained in Tamil #gta #mrkk #gta6",2023-05-30T11:15:41Z,180638,17229,486
hUbf6psRkes,நீங்களே A/C சரி செய்யலாம் | Repairing OLD AC In Summer with Ganesha🤯 & Mayuri🐕 | PC Doc's Experiment,2023-05-28T06:00:07Z,580635,24105,572
gyA2LguEXNs,Light Saber-யை சரி செய்த PC Doc | Repairing Light Saber by PC Doc and Ganesha #shorts #repair,2023-05-27T10:52:13Z,1263927,119257,218
N5G8vF7E5mo,Overclocking i9 Processor To 6GHz Clock Speed | How To Overclock PC Ft.@AORUSIndia Z790 Aorus Master,2023-05-25T11:30:15Z,97943,11218,841
HxrG3qxWsXY,China-விலிருந்து VR Headset வாங்கிய JIO | Jio Dive VR Headset Review a.k.a Roast | Bought from China,2023-05-23T11:55:25Z,398041,17261,566
gbrsrxYtV4Y,China-விலிருந்து வந்த JIO Dive VR Headset | From China 499/- From Jio 1399/- | IPL Cricket VR Scam,2023-05-22T12:18:32Z,1039770,85663,212
E2rnzZVD5u0,Rise and Fall of Candy Crush Saga in Tamil | History of Candy Crush Saga #freefire #gta #android,2023-05-21T06:00:09Z,83812,6912,424
bf5G2F7GV8U,Amma Laptop-ல் ANDROID OS 😱 | HOW TO INSTALL ANDROID OS IN LAPTOP | A2D Basics,2023-05-19T11:30:52Z,460972,17843,881
f6EtP2z7iYY,மக்களை ஏமாற்றும் Gaming Companies | AAA Game Developers need to stop doing stupid things #gta #mrkk,2023-05-16T11:00:35Z,112254,10634,381
jXUm5sy3eiI,23 லட்சம் கோடி Google வருமானம் - வெளியிட்ட PC DOC | Business & Revenue Model Of Google,2023-05-14T06:00:08Z,217679,13205,769
Pmpqn-Vjk3I,ChatGPT-யை தெரிக்கவிட்ட Google? 😱🤯 | ChatGPT Vs BARD - யாரு கெத்து? | AI Rasipalan 2023,2023-05-13T11:30:02Z,109510,7091,289
-WrsAloKr9s,"Cheap & BEST Gaming Laptop Rs.60-70K | GIGABYTE- இல் இருந்து வந்த ""BUDGET"" Laptop | PC Doc's Review",2023-05-11T11:09:32Z,372965,21924,979
9-evCO70tcQ,Online Games Vs Offline Games எது BEST'tu | Pro's & Con's of Both Gaming | Kuriyidu Kandhasamy,2023-05-09T11:00:10Z,137696,14217,1007
TYIsidGUzHk,NVIDIA அனுப்பிய 4000 Series Graphics Card | DLSS 3 Explained,2023-05-08T11:00:28Z,79681,5109,200
yuxCWmGWMd8,வடக்கு நண்பரின் GTA Games | Worst Indian Remake of GTA 5 #gta #indiangta5game #mrkk,2023-05-07T06:00:30Z,256263,17323,477
naDl_FQwWLQ,விசித்திரமான பொருள் From China நண்பர்! 😱😱 | Mystery Chip from China! 😲,2023-05-04T12:07:15Z,151463,9060,362
Y5_1dCKXMgc,Torrent-யின் வரலாறு | History of Torrent | Founder Arrested | Kuriyidu Kandhasamy,2023-05-02T11:00:24Z,163609,11378,679
ra8Gkv7O1bU,"வடக்கு நண்பரின் Rs.70,000 10GBps Network Switch | 10 Gigabit High Speed Network Switch #networking",2023-05-01T10:00:29Z,2490924,193765,355
Q0BIEBvNN0g,Mystery Box From Asus ROG | ROG மர்ம பெட்டி Unboxing | அப்படி என்ன இருக்கும்,2023-04-30T06:00:09Z,114873,7974,255
CistcXV2k-M,Thermal Camera வைத்து Laptop-யை சரி செய்வது எப்படி? | Repairing Laptop Using Thermal Camera,2023-04-29T11:00:07Z,111297,7049,211
XdrOt3CDIJE,GTA San Andreas -யை ஓட விட்ட ஜப்பான் | GTA San Andreas Japanese Censorship #gta #gtasanandreas #mrkk,2023-04-26T11:00:32Z,163287,14505,401
dbOL4qj7brA,வடக்கு நண்பராக மாறிய கணேசா... | Insta Reels Editing | Vadaaku Editor Ganesha | En Peru Ganesha Ep04,2023-04-25T11:36:57Z,1632687,150320,816
L1v0hnl8kPA,"Building PC for @irfansview1 | 1.4 Lakh Vs 4.5 Lakh PC | Best ""EDITING PC"" for Irfan's View",2023-04-23T06:00:10Z,896893,31749,610
-LooXtcLb8s,சிறந்த HANDHELD Gaming Consoles Tamil | Best Handheld Gaming Consoles | #gta #gaming #mrkk #pc,2023-04-21T11:09:44Z,86178,6808,304
DwzLzNMNigc,A2D-க்கு வந்த Delhi SCAM Parcel | Rs.2340/- Loss SCAM EXPOSED😡🤬 | Cheating in The Name of GOVT,2023-04-21T10:00:12Z,1779185,138638,323
mODw9znBMuU,Economy படித்த கணேசா... | Ganesha Becomes Economy Expert #etmoney,2023-04-20T10:00:41Z,254135,27009,75
npRnwWk1bnc,Repairing Ganesha's Laptop Ft Vadakku Nanbar | உடைந்த LAPTOP-ஐ  சரிசெய்வது எப்படி?,2023-04-19T11:00:38Z,578337,25554,548
uwY-xzN13hc,Rise and Fall of Angry Birds in Tamil | Angry Birds Failure #angrybirds #freefire #gta  #android,2023-04-16T06:30:26Z,135308,13536,695
OYgTFlNnCBQ,[PROOF INSIDE] How Youtubers Make Money | Paid Promotion - Trading Apps Exposed | Budget PC Doc,2023-04-13T12:45:08Z,578677,29632,1234
GjmF4ryBpRo,Play Store-யில் தடை செய்யபட்ட Games - Part 2 | Best Android Games Not Available on Google Play Store,2023-04-11T11:03:12Z,155904,14872,398
OV3wqybw034,"Building PC with @TamilTrekkerOfficial | Teaching ""Tamil Trekker"" To Build a PC - PC Building Tamil",2023-04-09T06:00:11Z,236501,13503,400
zLhn-D5YmSs,ChatGPT செய்த அற்புத GAMES 😱🤯 | Creating Games Using ChatGPT | Making Games in 60 Seconds,2023-04-07T11:00:44Z,367268,17367,435
ZkxBwmlz8Ng,என்னோட புது LAPTOP 😍 | Best 2023 Gaming Laptop? | Deep-Dive Review | இது Worth-ஆ?,2023-04-04T11:13:08Z,217270,17676,1033
pOowdCEDy2E,Rise and Fall of Free fire in Tamil | Free fire Failure #freefire #freefireshorts #gta #android,2023-04-02T06:00:08Z,405126,46749,1966
